feature_id,gene_symbol,gene_title,gene_symbol_raw,multiple_gene_symbols,has_gene_symbol,interpretable_probe,logFC_T1R_R1_vs_Borderline_non_reaction,average_expression,moderated_t,raw_p_value,adjusted_p_value,log_odds,regulation,abs_logFC
A_33_P3387951,KIAA1244,KIAA1244,KIAA1244,FALSE,TRUE,TRUE,-1.1007630121476184,-0.785197355159091,-4.247424249742009,1.0622532290701468e-4,0.00168052277317564,1.1332358622404524,Down_in_T1R_R1,1.1007630121476184
A_23_P18447,PPARGC1A,PPARGC1A,PPARGC1A,FALSE,TRUE,TRUE,-1.211623535714285,2.1566113404545453,-4.231234922442152,1.1184339971470032e-4,0.00173355071181342,1.085066630659993,Down_in_T1R_R1,1.211623535714285
A_23_P84219,LIPH,LIPH,LIPH,FALSE,TRUE,TRUE,-1.084234570780951,-0.0724180395,-4.218286395783627,1.1654423652116047e-4,0.00177597619546593,1.0465943202014871,Down_in_T1R_R1,1.084234570780951
A_23_P26847,SOX9,SOX9,SOX9,FALSE,TRUE,TRUE,-1.3145961904761896,-1.2531586227272726,-4.206194253215654,1.211076013136828e-4,0.00182444993532004,1.0107104671146967,Down_in_T1R_R1,1.3145961904761896
A_23_P103932,FGR,FGR,FGR,FALSE,TRUE,TRUE,1.0036951704761896,3.3464292909090907,4.171849806374649,1.3503801819295404e-4,0.00196027716519661,0.9090267371754326,Up_in_T1R_R1,1.0036951704761896
A_23_P134176,SOD2,SOD2,SOD2,FALSE,TRUE,TRUE,1.199843027619047,2.805531122727273,4.16121647778092,1.3965865485897358e-4,0.00200395473801715,0.8776157962185644,Up_in_T1R_R1,1.199843027619047
A_23_P62999,EXTL1,EXTL1,EXTL1,FALSE,TRUE,TRUE,-1.0531973959523802,-1.659938830681818,-4.155644529119739,1.4214095467525128e-4,0.00203104512920423,0.8611697957020876,Down_in_T1R_R1,1.0531973959523802
A_32_P56249,LOC100131733,LOC100131733,LOC100131733,FALSE,TRUE,TRUE,1.3954990456190466,3.6270549922727273,4.144654519885701,1.471634169251302e-4,0.00208195848736917,0.828759538214678,Up_in_T1R_R1,1.3954990456190466
A_33_P3347320,LOC100133190,LOC100133190,LOC100133190,FALSE,TRUE,TRUE,-1.0805014819047611,0.3478593372727273,-4.130675321621613,1.5380182172148175e-4,0.00214147253221688,0.7875870948773347,Down_in_T1R_R1,1.0805014819047611
A_23_P157007,TMEM176B,TMEM176B,TMEM176B,FALSE,TRUE,TRUE,1.0493990771428556,3.5055341863636365,4.125105067933379,1.5652734623297266e-4,0.00216232809802621,0.7711978999587776,Up_in_T1R_R1,1.0493990771428556
A_23_P518,VTCN1,VTCN1,VTCN1,FALSE,TRUE,TRUE,-1.0917703138095234,-1.642994556818182,-4.12427374661892,1.5693811718115274e-4,0.00216658657396528,0.7687527459631465,Down_in_T1R_R1,1.0917703138095234
A_23_P50146,SIGLEC15,SIGLEC15,SIGLEC15,FALSE,TRUE,TRUE,1.4809784769333318,0.9386522475454544,4.098308997976526,1.7030847697452808e-4,0.00228258717142271,0.692490692380761,Up_in_T1R_R1,1.4809784769333318
