feature_id,gene_symbol,gene_title,gene_symbol_raw,multiple_gene_symbols,has_gene_symbol,interpretable_probe,logFC_T1R_R1_vs_Borderline_non_reaction,average_expression,moderated_t,raw_p_value,adjusted_p_value,log_odds,regulation,abs_logFC
A_33_P3410584,LOC645586,LOC645586,LOC645586,FALSE,TRUE,TRUE,-1.4391622503666652,-0.35140138611363636,-8.657688726091743,3.682202859942094e-11,7.78270396477361e-7,15.138170132588112,Down_in_T1R_R1,1.4391622503666652
A_23_P360754,ADAMTS4,ADAMTS4,ADAMTS4,FALSE,TRUE,TRUE,1.6919039661523794,1.6251504282727274,7.572363388979596,1.3995760181915159e-9,7.913307747654136e-6,11.727217279458683,Up_in_T1R_R1,1.6919039661523794
A_23_P16252,KLK1,KLK1,KLK1,FALSE,TRUE,TRUE,-1.1178271852380943,2.0541966304545456,-7.525636408787523,1.6403486996622554e-9,7.913307747654136e-6,11.577848645742506,Down_in_T1R_R1,1.1178271852380943
A_33_P3343972,RSPH1,RSPH1,RSPH1,FALSE,TRUE,TRUE,-1.191841238695237,0.43726657595454543,-7.478536053201739,1.9252564121795803e-9,7.913307747654136e-6,11.427114982529762,Down_in_T1R_R1,1.191841238695237
A_23_P37778,FHOD1,FHOD1,FHOD1,FALSE,TRUE,TRUE,0.5134995768571424,-0.624975953,7.453520723144899,2.096297290137364e-9,7.913307747654136e-6,11.346991122547552,Up_in_T1R_R1,0.5134995768571424
A_23_P111995,LOXL2,LOXL2,LOXL2,FALSE,TRUE,TRUE,0.8823302799999991,-2.500396167272727,7.433203946913353,2.2463969760562462e-9,7.913307747654136e-6,11.281882639590872,Up_in_T1R_R1,0.8823302799999991
A_33_P3393766,C17orf96,C17orf96,C17orf96,FALSE,TRUE,TRUE,1.3869883084999992,-0.8995706317045454,7.171739547679521,5.481487004613773e-9,1.5215299059521251e-5,10.441460839369345,Up_in_T1R_R1,1.3869883084999992
A_24_P26897,INPP5A,INPP5A,INPP5A,FALSE,TRUE,TRUE,-0.5967422866714283,-0.18208747765909092,-7.157293219307003,5.7590079710527075e-9,1.5215299059521251e-5,10.3949013755493,Down_in_T1R_R1,0.5967422866714283
A_23_P25746,C14orf128,C14orf128,C14orf128,FALSE,TRUE,TRUE,-0.7853399586904757,-0.8413804801136363,-7.110389547354786,6.7610869645447184e-9,1.5878037120290795e-5,10.243653420059836,Down_in_T1R_R1,0.7853399586904757
A_23_P69100,ARHGEF26,ARHGEF26,ARHGEF26,FALSE,TRUE,TRUE,-1.2723680996047608,0.04137403070454545,-7.072123672170117,7.707008432422853e-9,1.628953302276894e-5,10.120171166123471,Down_in_T1R_R1,1.2723680996047608
A_23_P158725,SLC16A3,SLC16A3,SLC16A3,FALSE,TRUE,TRUE,1.2475089867619042,-1.384468622727273,6.954368090193062,1.1535790748553412e-8,2.2165497569220447e-5,9.739721998527829,Up_in_T1R_R1,1.2475089867619042
A_24_P218265,TNFRSF10B,TNFRSF10B,TNFRSF10B,FALSE,TRUE,TRUE,0.5735265621190474,-0.5937859300227273,6.871503698526284,1.5326173239778864e-8,2.613184878964572e-5,9.471630807484509,Up_in_T1R_R1,0.5735265621190474
A_23_P160466,SLC19A2,SLC19A2,SLC19A2,FALSE,TRUE,TRUE,-0.7093664628809516,0.21173529975,-6.835077901869988,1.736602928088752e-8,2.613184878964572e-5,9.35369752262718,Down_in_T1R_R1,0.7093664628809516
